"","text","word_scores","compound","pos","neu","neg","but_count","positive","negative","neutral","assigned"
"71","we hadnt sent them back to school &amp; college, we would have been FINED for trying to keep them SAFE until they are able to have the vaccine..., if my 17yo dies of Covid, Ill hold you and  equally to blame, along with .","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.633, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, -1.4, 0, 0, 0}",-0.145,0.073,0.823,0.104,0,0.412429378531073,0.587570621468927,0,"Negative"
"72","BBMP And VV Puram Law College Organized Vaccine Campaign For Students ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"73","Age-eligible students and college students should get vaccinated now to be safe for the school year!  is offering many free vaccine clinics. When and where? Go to ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0}",0.757,0.206,0.794,0,0,1,0,0,"Positive"
"74","163 priveleged kids were accidentally given Pfizer vaccines. How many poor schools were the beneficiaries of similar mistakes? They think were mugs.NSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs","{0, 0, 0, 0, -1.4, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 1.8, 0, 0, -1.5, 0, 0, 0, 0, 0, 0.8, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.727,0.102,0.662,0.236,0,0.301775147928994,0.698224852071006,0,"Negative"
"75","An error: privileged private school kids get the Pfizer jab, but they say it was a mistake the only mistake was the Australian people voting Morrisons LNP in last election. #auspol #vaccinesfortheelite  ","{0, -0.85, 0.95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.727,0.051,0.737,0.212,1,0.193916349809886,0.806083650190114,0,"Negative"
"76","Private boys school vaccinates students: ","{0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"77","Funny how this mistake wasnt at a public schoolNSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs ","{1.9, 0, 0, -1.4, 0, 0, 0, 0, 0, 0, 0.8, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.103,0.163,0.66,0.177,0,0.479411764705882,0.520588235294118,0,"Negative"
"78"," NSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs  ","{0, 0, 0, 0.8, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.226,0.097,0.757,0.146,0,0.39917695473251,0.60082304526749,0,"Negative"
"79","NSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs - ABC News ","{0, 0, 0.8, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.226,0.088,0.78,0.132,0,0.4,0.6,0,"Negative"
"80","An error. Wealthy schoolkids get top level vaccine long before any of their teachers - by mistake. The pigs are flying everywhere.","{0, -1.7, 1.5, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0, 0, 0}",-0.202,0.157,0.657,0.186,0,0.457725947521866,0.542274052478134,0,"Negative"
"81","    How College COVID Vaccine Mandates Put Students In Danger ","{0, 0, 0, 0, 0, 0, 0, 0, 0, -2.4}",-0.527,0,0.726,0.274,0,0,1,0,"Negative"
"82","Link:  ","{0}",0,0,1,0,0,NA,NA,1,"Neutral"
"83"," 1st and 2nd dose Pfizer at Seneca     Appointments available TODAY ONLY (July 6) for people 12 and over in any M postal code (vaccine: Pfizer) FIRST DOSE walk-ins now until 7:20 p.m. Seneca College (1750 Finch Ave) Book online: ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"84","Some 160 students at an elite private school in Sydneys Lower North Shore have been given the  COVID vaccine despite the eligibility being limited to those aged between 40 and 60 years old. #7NEWS ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.477,0,0.886,0.114,0,0,1,0,"Negative"
"85"," Are #NSWLibs preferencing  the Rich for Vaccines or Only Schools in Liberal Electorates  .    ","{0, 0, 0, 0, 0, 2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.557,0.205,0.795,0,0,1,0,0,"Positive"
"86","NSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs  ","{0, 0, 0.8, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.226,0.103,0.743,0.154,0,0.400778210116731,0.599221789883268,0,"Negative"
"87","This is bullshit. Fuck private schoolsNSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs","{0, 0, -2.8, -2.5, 0, 0, 0, 0.8, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.848,0.065,0.576,0.36,0,0.152941176470588,0.847058823529412,0,"Negative"
"88","#pfizer vaccine is in short supply. Why should only rich kids from an elite school get the jab ahead of Indigenous? #NSWHealth apologises after 163 St Josephs College students receive #Pfizer COVID-19 vaccine jabs -  News Teachers are outraged. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.5}",0.226,0.12,0.802,0.078,0,0.606060606060606,0.393939393939394,0,"Positive"
"89"," explain how Y12 high school students are prioritised over adults 40+???? When are our vaccines coming? ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"90","Im guessing they dont teach Math at this school.An error: health department says Sydney private school students given Pfizer vaccine by mistake ","{0, 0, 0, 0, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4}",-0.625,0,0.797,0.203,0,0,1,0,"Negative"
"91","Top story: Sydney private school students given Pfizer vaccine, despite under 40s being ineligible  | New South Wales | The Guardian ","{0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.202,0.083,0.917,0,0,1,0,0,"Positive"
"92"," Too late. NSW health are in damage control mode. Ive no qualms about prioritising Pfizer to states with outbreaks. But not to squander while frontline workers &amp; vulnerable groups are still unprotected. St Joey ATSI boarders were entitled unlike classmates","{0, 0, 0, 0, 0, 0, 0, -1.1, 0, 0, 0, -0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.35, 0, 0, 0, -2.25, 0, 0, 0, 0, 0, 1.65, 0, 0}",-0.686,0.055,0.751,0.194,1,0.220883534136546,0.779116465863454,0,"Negative"
"93","We think these mandates are unethical...indiscriminately require administering an experimental biological agent in setting of a clinical investigation to a population that is at greater risk of harm from the drug than from #COVID19  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, -1.1, 0, -2.5, 0, 0, 0, 0, 0, 0}",-0.477,0.064,0.793,0.143,0,0.309178743961353,0.690821256038647,0,"Negative"
"94","How this can happen?!NSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs","{0, 0, 0, 0, 0, 0.8, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.294,0.087,0.77,0.144,0,0.376623376623377,0.623376623376623,0,"Negative"
"95","Didn\t they also accidentally empty the #RubyPrincess?SydneyLocal Health District, which is part of #NSWHealth, said an error had led to the entire Y12 cohort at St Josephs being vaccinated instead of just the Aboriginal students.#nswpol #auspol","{0, 0, 0, -1.4, -0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.71,0,0.827,0.173,0,0,1,0,"Negative"
"96","Newham College principal Paul Stephen recently hosted a workshop which covered an informative session to address the vaccine hesitancy amongst young people in the borough of Newham.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.9, 0, 0, 0, 0, 0, 0, 0, 0}",-0.226,0,0.932,0.068,0,0,1,0,"Negative"
"97","Its outrageous and grossly unfair that NSW Health has approved the request of St Josephs College to have its Year 12 students vaccinated (only 4% of whom are indigenous) while requests for vaccine access for teachers have fallen on deaf ears. #COVID19nsw ","{0, -2, 0, -0.9, -2.1, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.5, 0, 0, 0, 0}",-0.772,0.056,0.736,0.209,0,0.211320754716981,0.788679245283019,0,"Negative"
"98","  NSW Health is now saying it was an oops. The 16 or so ATSI boarders are totally entitled &amp; good on the school for supporting them. Taking the virus back to communities would be devastating. However all Yr 12s were approved, an extra 100 plus rich whites ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.393, 0, 2.1637, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.3, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 2.6, 0}",0.861,0.243,0.687,0.07,0,0.776357827476038,0.223642172523962,0,"Positive"
"99","  Question must be asked at tomorrows NSW pressers over why NSW Health approved the request of St Josephs College to have its Year 12 students vaccinated (only 4% of whom are indigenous), while the request for vaccine access for teachers has fallen on deaf ears.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.5, 0, 0, 0}",0.077,0.057,0.892,0.051,0,0.527777777777778,0.472222222222222,0,"Positive"
"100","Who would believe it?   #covidsydney [NSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs] ","{0, 0, 0, 0, 0, 0, 0, 0.8, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.226,0.08,0.8,0.12,0,0.4,0.6,0,"Negative"
"101","Hey lets stuff up the vaccination rollout. How all levels of govt are incompetent and need to be removed. NSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.612,0.047,0.803,0.15,0,0.238578680203046,0.761421319796954,0,"Negative"
"102","64% how much better then your natural immunity is that? I mean, by college rules youd have to go beg your teacher for 1 more point so that you dont need to take the class again. ","{0, 0, 0, 1.9, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.66,0.137,0.863,0,0,1,0,0,"Positive"
"103","How College COVID Vaccine Mandates Put Students In Danger #copolitics #ncaa #big10 #big12 #sec ","{0, 0, 0, 0, 0, 0, 0, 0, -2.4, 0, 0, 0, 0, 0}",-0.527,0,0.793,0.207,0,0,1,0,"Negative"
"104","  Seems like approvals for pfizer were given to an expensive private boys school in Sydney. How many sons of ministers?Who said money doesnt talk...Another spreadsheetMore corruption","{0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.361,0.088,0.912,0,0,1,0,0,"Positive"
"105","Canisius Colleges alumni association has launched a free public vaccination program that aims to administer 5,000 doses per day in its first phase through July 18 with a focus on Jakarta, the epicenter of Indonesias COVID-19 outbreak. #jakpost ","{0, 0, 0, 0, 0, 0.5, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.586,0.118,0.882,0,0,1,0,0,"Positive"
"106","Like the error the rich made when they locked the poor in the bowels of the Titanic as they escaped in half full lifeboats. #auspol NSW Health apologises for \error\ after St Joseph\s College students receive Pfizer COVID-19 vaccine jabs","{1.5, 0, -1.7, 0, 2.6, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.153,0.157,0.675,0.169,0,0.48159509202454,0.51840490797546,0,"Negative"
"107","Special, front of the line serviceNSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs ","{1.7, 0, 0, 0, 0, 0, 0, 0.8, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.202,0.186,0.702,0.112,0,0.624161073825503,0.375838926174497,0,"Positive"
"108"," Its outrageous and grossly unfair that NSW Health has approved the request of St Josephs College to have its Year 12 students vaccinated while 2/3 of staff in one of its aged care home are unvaccinated and the request for vaccine access for teachers has fallen on deaf ears. ","{0, 0, -2, 0, -0.9, -2.1, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.5, 0, 0, 0}",-0.542,0.099,0.727,0.174,0,0.362637362637363,0.637362637362637,0,"Negative"
"109","Its too late to apologise  Ive got a friend eligible for Pfizer who couldnt get it and desperately needs it to visit her dying sister. - NSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs ","{0, 0, 0, 0, 1.6, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.318,0.155,0.736,0.108,0,0.5893536121673,0.4106463878327,0,"Positive"
"110","Health  says Sydney private school students given #Pfizer #vaccine by mistake. Honestly how could there be an error? wasnt Health told how many Yr 12 students to expect? &amp; what about the girls school? Another error? #COVID  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 2, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.7, 0}",-0.697,0.067,0.737,0.196,0,0.254752851711027,0.745247148288973,0,"Negative"
"111"," So not just  .. students at independent girls school also been given Pfizer?Suppose another error?How many private schools have been subject to this error?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.7}",-0.501,0,0.881,0.119,0,0,1,0,"Negative"
"112","I can understand the occasional mistake is made, sometimes more than once, but 163 errors all on the same day and all from the same school, that must be either sheer incompetence or shameless privilege and entitlement.I suspect the latter..#STJOSEPHS","{0, 0, 0, 0, 0, -0.7, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.45, 0, -2.1, 2.25, 0, 0, -1.8, 0, 0}",-0.898,0.062,0.649,0.289,1,0.176638176638177,0.823361823361823,0,"Negative"
"113","More accidentally accidental accidents have occurred. #nswcovid #nswpol An error: health department says Sydney private school students given Pfizer vaccine by mistake ","{0, -1.693, -0.57835, -1.5637, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4}",-0.873,0,0.588,0.412,0,0,1,0,"Negative"
"114","      #JusticeForQuebecStudents #GiveResultsToQuebecStudents Covid already enough for making peoples life more tricky, complicated.But your ignorance towards suspended colleges students is more toxic and one more fact there will be vaccine for it. Thankyou for the crisisMuchLove","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.893, 0, 0, -1.5, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.757,0,0.815,0.185,0,0,1,0,"Negative"
"115","Not that it would persuade the antivaxx fake rebels but still... The smallpox vaccine was suspected of doing harm too, of being too novel blah blah blah.Smallpox in Two Boys%E2%80%94+A+Vaccine+History+Project+of+The+College+of+Physicians+of+Philadelphia ","{0, 0, 0, 0, 0, 0, 0, -1.05, -0.4, 0, 0, 0, 0, 0, 0, -1.35, 0, 0, -3.75, 0, 0, 0, 0, 1.95, -0.6, -0.6, 0, 0, 0, 0}",-0.832,0.074,0.579,0.346,1,0.176190476190476,0.823809523809524,0,"Negative"
"116"," A big error at more than one school! Guardian Australia understands a private girls school, with a large number of boarders, has also been given access by NSW Health to the Pfizer vaccine, while most under-40s in Australia are ineligible. ","{0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.4,0.03,0.901,0.069,0,0.303030303030303,0.696969696969697,0,"Negative"
"117","  No, they vaxed the elite girls too!  Guardian Australia understands a private girls school, with a large number of boarders, has also been given access by NSW Health to the Pfizer vaccine, while most under-40s in Australia are ineligible.  ","{0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.294,0.031,0.909,0.06,0,0.340659340659341,0.659340659340659,0,"Negative"
"118"," Most first years will be 17 going 18 as well with no vaccine heading into on-campus lectures. I hope at the start of the college semester they have vaccine centers set up on campus for students to get a vaccine.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, -1.2, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.421,0.111,0.841,0.049,0,0.69375,0.30625,0,"Positive"
"119","Awe WTF, you cant be serious, that vaccine was meant for Indigenous studentsAn error: health department says Sydney private school students given Pfizer vaccine by mistake ","{0, -3.533, 0, 0, 0, 0.222, 0, 0, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4}",-0.856,0.037,0.67,0.293,0,0.112121212121212,0.887878787878788,0,"Negative"
"120","NSW Health apologises after students in Sydney Catholic boys school injected with experimental vaccine.","{0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.202,0.122,0.878,0,0,1,0,0,"Positive"
"121","Do Joe Hockeys boys go there ? He lives in Hunters Hill   ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"122","Ooops.An error: health department says Sydney private school students given Pfizer vaccine by mistake ","{0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4}",-0.625,0,0.702,0.298,0,0,1,0,"Negative"
"123","Entitlement! An error: health department says Sydney private school students given Pfizer vaccine by mistake ","{0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4}",-0.659,0,0.707,0.293,0,0,1,0,"Negative"
"124","Not wanting to shit on elite private boarding schools that are literally using Indigenous students as a means to getting vaccinated early, and that news coming out during NAIDOC week or anything. HOWEVER. This pack of cunts. **incoherent noises**","{0, 0, 0, 1.924, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.9, 0, 0}",-0.244,0.067,0.844,0.089,0,0.42948717948718,0.57051282051282,0,"Negative"
"125","NSW Health apologises for error after elite school students receive Pfizer vaccine. Senior vice-president of NSW Teachers Federation, said parents and educators were outraged Its obsceneIt highlights the inequality that exists across our society ","{0, 0, 0.8, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.66,0.046,0.795,0.159,0,0.224390243902439,0.775609756097561,0,"Negative"
"126","   Have you read the Guardian article? Last 4 paragraphs are interesting. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7}",0.402,0.197,0.803,0,0,1,0,0,"Positive"
"127","Rich kids benefit from error attributed to indigenous vaccine rollout - does anyone believe that this explanation is in any way plausible? ","{2.6, 0, 2, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.599,0.233,0.671,0.095,0,0.710365853658537,0.289634146341463,0,"Positive"
"128","Seriously?NSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs ","{0, 0, 0.8, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.226,0.103,0.743,0.154,0,0.400778210116731,0.599221789883268,0,"Negative"
"129","This is fucking obscene","{0, 0, 0, -3.093}",-0.624,0,0.423,0.577,0,0,1,0,"Negative"
"130","NSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabsAre Australians being taken for fools as Pfizer vaccine is distributed to select ineligible NSW groups.#auspol #nswpol  ","{0, 0, 0.8, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.625,0.05,0.784,0.165,0,0.232558139534884,0.767441860465116,0,"Negative"
"131","Im an urban Missourian. I got vaccinated because I want to visit my out of state parents &amp; help my stepdaughter move into her 1st college dorm on the West coast.The vaccine also adds extra protection against hospitalization from Delta-Variant, which is spreading quickly in MO. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.459,0.083,0.917,0,0,1,0,0,"Positive"
"132","Sure!An error: health department says Sydney private school students given Pfizer vaccine by mistake ","{0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4}",-0.659,0,0.69,0.31,0,0,1,0,"Negative"
"133"," Did you read the quote from Richard Stokes the boss of Boarding Schools Australia? Last 4 paragraphs yeah nah.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, -0.4}",0.202,0.102,0.833,0.065,0,0.610778443113772,0.389221556886228,0,"Positive"
"134"," Article I read said an unnamed private girls school had done the same. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"135","NSW Health apologises for \error\ after St Joseph\s catholic College students receive Pfizer COVID-19 vaccine jabs ","{0, 0, 0.8, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.226,0.097,0.757,0.146,0,0.39917695473251,0.60082304526749,0,"Negative"
"136","  This sounds like they knew it wasnt right but went along with it Acknowledging that the college does not determine vaccination priority, it welcomed the opportunity to offer the vaccine for students given the approvals provided, Tarlinton said.","{0, 0, 0, 0.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.82,0.192,0.808,0,1,1,0,0,"Positive"
